ProbeID,Accession,Region,Other1,UniGeneID,GeneDescription,SYMBOL,GENENAME
Hsa.14069,T67077,3' UTR,2a,66563,SODIUM/POTASSIUM-TRANSPORTING ATPASE GAMMA CHAIN (Ovis aries),NA,NA
Hsa.3083,D00596,gene,1,NA,"Human thymidylate syntase (EC 2.1.1.45) gene, complete cds.                                                                                                                                                                                          ",NA,NA
Hsa.192,U03851,gene,1,NA,"Human capping protein alpha mRNA, partial cds.                                                                                                                                                                                                        ",CAPZA2,capping actin protein of muscle Z-line subunit alpha 2
Hsa.9295,T47601,3' UTR,2a,71286,ATP SYNTHASE A CHAIN (Trypanosoma brucei brucei),NA,NA
Hsa.4296,R96070,3' UTR,2a,230955,DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN DRG (Mus musculus),NA,NA
Hsa.2821,X53586,gene,1,NA,Human mRNA for integrin alpha 6.,ITGA6,integrin subunit alpha 6
Hsa.1380,M31516,gene,1,NA,"Human decay-accelerating factor mRNA, complete cds.                                                                                                                                                                                                  ",CD55,CD55 molecule (Cromer blood group)
Hsa.1380,M31516,gene,1,NA,"Human decay-accelerating factor mRNA, complete cds.                                                                                                                                                                                                  ",CD55,CD55 molecule (Cromer blood group)
Hsa.335,U02082,gene,1,NA,"Human guanine nucleotide regulatory protein (tim1) mRNA, complete cds.                                                                                                                                                                                ",ARHGEF5,Rho guanine nucleotide exchange factor 5
Hsa.1223,M95178,gene,1,NA,"Human non-muscle alpha-actinin mRNA, complete cds.                                                                                                                                                                                                   ",ACTN1,actinin alpha 1
Hsa.6416,T98274,3' UTR,2a,122044,PROTEIN KINASE MEK1/MRE4 (Saccharomyces cerevisiae),NA,NA
Hsa.9671,H24310,3' UTR,2a,51846,"GLUCOCORTICOID RECEPTOR, BETA (Homo sapiens)                                                                                                                                                                                                 ",NA,NA
Hsa.9671,H24310,3' UTR,2a,51846,"GLUCOCORTICOID RECEPTOR, BETA (Homo sapiens)                                                                                                                                                                                                 ",NA,NA
Hsa.2168,U19261,gene,1,NA,"Human Epstein-Barr virus-induced protein mRNA, complete cds.                                                                                                                                                                                         ",TRAF1,TNF receptor associated factor 1
Hsa.41368,L47162,gene,1,NA,"Human fatty aldehyde dehydrogenase (FALDH) mRNA, complete cds.                                                                                                                                                                                      ",ALDH3A2,aldehyde dehydrogenase 3 family member A2
Hsa.18469,T93317,3' UTR,2a,119162,GTP-BINDING PROTEIN SARA (Mus musculus),NA,NA
Hsa.3933,T97473,3' UTR,1,121460,MITOCHONDRIAL 2-OXOGLUTARATE/MALATE CARRIER PROTEIN (HUMAN);.,NA,NA
Hsa.37654,H41147,3' UTR,2a,192193,HISTIDINE-RICH GLYCOPROTEIN PRECURSOR (Homo sapiens),NA,NA
Hsa.2206,U09646,gene,1,NA,"Human carnitine palmitoyltransferase II precursor (CPT1) gene, exon 5 and complete cds.                                                                                                                                                              ",NA,NA
Hsa.39777,H70868,3' UTR,2a,229907,SODIUM CHANNEL PROTEIN PARA (Drosophila melanogaster),NA,NA
Hsa.2347,X51985,gene,1,NA,Human LAG-3 mRNA for CD4-related protein involved in lymphocyte activation.,LAG3,lymphocyte activating 3
Hsa.2528,U19252,gene,1,NA,"Human putative transmembrane protein mRNA, complete cds.                                                                                                                                                                                             ",TRAPPC10,trafficking protein particle complex subunit 10
Hsa.39731,H74007,3' UTR,2a,232946,SERINE/THREONINE-PROTEIN KINASE SGK (Rattus norvegicus),NA,NA
Hsa.38171,R89823,3' UTR,2a,194668,INORGANIC PYROPHOSPHATASE (Bos taurus),NA,NA
Hsa.26979,R35885,3' UTR,2a,137035,QUINOL OXIDASE POLYPEPTIDE I (Bacillus subtilis),NA,NA
Hsa.3280,L40392,gene,1,NA,"Homo sapiens (clone S164) mRNA, 3' end of cds.                                                                                                                                                                                                       ",RBM25,RNA binding motif protein 25
Hsa.3316,U20998,gene,1,NA,"Homo sapiens signal recognition particle subunit 9 (SRP9) mRNA, complete cds.                                                                                                                                                                        ",SRP9,signal recognition particle 9
Hsa.8576,R39540,3' UTR,2a,23916,DELTA ANTIGEN (Hepatitis delta virus),NA,NA
Hsa.23805,R41765,3' UTR,2a,31937,HYPOTHETICAL TRP-ASP REPEATS CONTAINING PROTEIN IN SSC3-ERS1 INTERGENIC REGION (Saccharomyces cerevisiae),NA,NA
Hsa.37715,H62466,3' UTR,2a,209654,COLLAGEN ALPHA 3(VI) CHAIN (Gallus gallus),NA,NA
Hsa.43862,H73714,3' UTR,2a,214537,ACTIVATOR 1 140 KD SUBUNIT (Homo sapiens),NA,NA
Hsa.31179,H29054,3' UTR,2a,52713,VITRONECTIN PRECURSOR (Homo sapiens),NA,NA
Hsa.358,U09412,gene,1,NA,"Human zinc finger protein ZNF134 mRNA, complete cds.                                                                                                                                                                                                  ",ZNF134,zinc finger protein 134
Hsa.6904,T48692,3' UTR,2a,69935,ALPHA-2A ADRENERGIC RECEPTOR (Homo sapiens),NA,NA
Hsa.41002,H71627,3' UTR,2a,214362,VITELLOGENIN A2 PRECURSOR (Xenopus laevis),NA,NA
Hsa.36697,U22897,gene,1,NA,"Homo sapiens nuclear domain 10 protein (ndp52) mRNA, complete cds.                                                                                                                                                                                  ",CALCOCO2,calcium binding and coiled-coil domain 2
Hsa.37811,H47628,3' UTR,2a,193621,EUKARYOTIC INITIATION FACTOR 5 (Rattus norvegicus),NA,NA
Hsa.37147,H90764,3' UTR,2a,240518,ALPHA-1 ANTITRYPSIN 2 PRECURSOR (Mus musculus),NA,NA
Hsa.2683,X06272,gene,1,NA,Human mRNA for docking protein (signal recognition particle receptor).,SRPRA,SRP receptor subunit alpha
Hsa.1539,D21094,gene,1,NA,"Human mRNA for motor protein, complete cds.                                                                                                                                                                                                          ",IMMT,inner membrane mitochondrial protein
Hsa.2467,U12387,gene,1,NA,"Human thiopurine methyltransferase (TPMT) mRNA, complete cds.                                                                                                                                                                                        ",TPMT,thiopurine S-methyltransferase
Hsa.21736,R08829,3' UTR,2a,127841,"PYRUVATE KINASE, ISOZYMES R/L (Homo sapiens)                                                                                                                                                                                               ",NA,NA
Hsa.2407,X79888,gene,1,NA,H.sapiens AUH mRNA.,AUH,AU RNA binding methylglutaconyl-CoA hydratase
Hsa.11632,T60860,3' UTR,2a,76734,"RYANODINE RECEPTOR, SKELETAL MUSCLE (Homo sapiens)                                                                                                                                                                                          ",NA,NA
Hsa.2517,D13636,gene,1,NA,"Human mRNA for ORF, complete cds.                                                                                                                                                                                                                    ",GTF3C2,general transcription factor IIIC subunit 2
Hsa.8085,H45251,3' UTR,2a,182771,HOMEOTIC GENE REGULATOR (Drosophila melanogaster),NA,NA
Hsa.1308,M60335,gene,1,NA,"Human vascular cell adhesion molecule 1 mRNA, complete cds.                                                                                                                                                                                          ",VCAM1,vascular cell adhesion molecule 1
Hsa.176,L20469,gene,1,NA,"Human truncated dopamine D3 receptor mRNA, complete cds.                                                                                                                                                                                              ",DRD3,dopamine receptor D3
Hsa.26971,H39830,3' UTR,2a,186186,PROTEIN KINASE C-LIKE 2 (Schizosaccharomyces pombe),NA,NA
Hsa.36025,H28050,3' UTR,2a,182000,FK506-BINDING PROTEIN PRECURSOR (Mus musculus),NA,NA
Hsa.34395,H09273,3' UTR,2a,46209,PUTATIVE 118.2 KD TRANSCRIPTIONAL REGULATORY PROTEIN IN ACS1-PTA1 INTERGENIC REGION (Saccharomyces cerevisiae),NA,NA
Hsa.2687,Z13009,gene,1,NA,H.sapiens mRNA for E-cadherin.,CDH1,cadherin 1
Hsa.960,H16991,3' UTR,1,50234,NUCLEOLYSIN TIAR (HUMAN);.,NA,NA
Hsa.1468,M31679,gene,1,NA,"Human gastric inhibitory polypeptide (GIP) gene, exon 6.                                                                                                                                                                                             ",NA,NA
Hsa.4286,H65425,3' UTR,2a,238508,FIBRONECTIN RECEPTOR BETA SUBUNIT PRECURSOR (Homo sapiens),NA,NA
Hsa.2688,X60489,gene,1,NA,Human mRNA for elongation factor-1-beta.,EEF1B2,eukaryotic translation elongation factor 1 beta 2
Hsa.32745,R75893,3' UTR,2a,143670,PROBABLE G PROTEIN-COUPLED RECEPTOR 6H1 FROM T-CELLS (Gallus gallus),NA,NA
Hsa.32745,R75893,3' UTR,2a,143670,PROBABLE G PROTEIN-COUPLED RECEPTOR 6H1 FROM T-CELLS (Gallus gallus),NA,NA
Hsa.12260,R81170,3' UTR,2a,147439,TRANSLATIONALLY CONTROLLED TUMOR PROTEIN (Homo sapiens),NA,NA
Hsa.2645,X54942,gene,1,NA,H.sapiens ckshs2 mRNA for Cks1 protein homologue.,CKS2,CDC28 protein kinase regulatory subunit 2
Hsa.18833,L38932,gene,1,NA,"Homo sapiens GT197 partial ORF mRNA, 3' end of cds.                                                                                                                                                                                                 ",BECN1,beclin 1
Hsa.584,J03569,gene,1,NA,"Human lymphocyte activation antigen 4F2 large subunit mRNA, complete cds.                                                                                                                                                                             ",SLC3A2,solute carrier family 3 member 2
Hsa.2749,X52008,gene,1,NA,H.sapiens alpha-2 strychnine binding subunit of inhibitory glycine receptor mRNA.,GLRA2,glycine receptor alpha 2
Hsa.25294,H05695,3' UTR,2a,43903,POSSIBLE GUSTATORY RECEPTOR CLONE PTE38 (Rattus norvegicus),NA,NA
Hsa.42382,H62885,3' UTR,2a,205685,CCAAT/ENHANCER BINDING PROTEIN BETA (Homo sapiens),NA,NA
Hsa.8121,H11125,3' UTR,2a,48206,G1/S-SPECIFIC CYCLIN D2 (Homo sapiens),NA,NA
Hsa.14154,T86281,3' UTR,2a,114223,HYPOTHETICAL 18.8 KD PROTEIN ZK637.14 IN CHROMOSOME III (Caenorhabditis elegans),NA,NA
